  -16.823396  -9.712992  -0.525731     -0.303531     0.794654  
  -15.771933  -9.712992  -0.501334     -0.308742     0.808296  
  -14.720471  -9.712992  -0.475680     -0.313867     0.821715  
  -13.669009  -9.712992  -0.448752     -0.318876     0.834829  
  -12.617547  -9.712992  -0.420544     -0.323735     0.847549  
  -11.566084  -9.712992  -0.391061     -0.328406     0.859779  
  -10.514622  -9.712992  -0.360324     -0.332853     0.871421  
  -9.463160  -9.712992  -0.328367     -0.337036     0.882373  
  -8.411698  -9.712992  -0.295242     -0.340916     0.892529  
  -7.360236  -9.712992  -0.261017     -0.344453     0.901789  
  -6.308773  -9.712992  -0.225778     -0.347608     0.910051  
  -5.257311  -9.712992  -0.189631     -0.350348     0.917222  
  -4.205849  -9.712992  -0.152697     -0.352638     0.923217  
  -3.154387  -9.712992  -0.115111     -0.354450     0.927963  
  -2.102924  -9.712992  -0.077025     -0.355762     0.931397  
  -1.051462  -9.712992  -0.038598     -0.356556     0.933476  
  0.000000  -9.712992  0.000000     -0.356822     0.934172  
  1.051462  -9.712992  0.038598     -0.356556     0.933476  
  2.102924  -9.712992  0.077025     -0.355762     0.931397  
  3.154387  -9.712992  0.115111     -0.354450     0.927963  
  4.205849  -9.712992  0.152697     -0.352638     0.923217  
  5.257311  -9.712992  0.189631     -0.350348     0.917222  
  6.308773  -9.712992  0.225778     -0.347608     0.910051  
  7.360236  -9.712992  0.261017     -0.344453     0.901789  
  8.411698  -9.712992  0.295242     -0.340916     0.892529  
  9.463160  -9.712992  0.328367     -0.337036     0.882373  
  10.514622  -9.712992  0.360324     -0.332853     0.871421  
  11.566084  -9.712992  0.391061     -0.328406     0.859779  
  12.617547  -9.712992  0.420544     -0.323735     0.847549  
  13.669009  -9.712992  0.448752     -0.318876     0.834829  
  14.720471  -9.712992  0.475680     -0.313867     0.821715  
  15.771933  -9.712992  0.501334     -0.308742     0.808296  
  16.823396  -9.712992  0.525731     -0.303531     0.794654  
  -16.297664  -8.802399  -0.518045     -0.279797     0.808296  
  -15.246202  -8.802399  -0.492953     -0.284607     0.822190  
  -14.194740  -8.802399  -0.466568     -0.289327     0.835826  
  -13.143278  -8.802399  -0.438876     -0.293927     0.849114  
  -12.091816  -8.802399  -0.409874     -0.298373     0.861961  
  -11.040353  -8.802399  -0.379575     -0.302632     0.874264  
  -9.988891  -8.802399  -0.348002     -0.306666     0.885918  
  -8.937429  -8.802399  -0.315201     -0.310438     0.896815  
  -7.885967  -8.802399  -0.281229     -0.313911     0.906846  
  -6.834504  -8.802399  -0.246167     -0.317047     0.915906  
  -5.783042  -8.802399  -0.210111     -0.319811     0.923891  
  -4.731580  -8.802399  -0.173177     -0.322171     0.930707  
  -3.680118  -8.802399  -0.135499     -0.324096     0.936270  
  -2.628656  -8.802399  -0.097223     -0.325563     0.940509  
  -1.577193  -8.802399  -0.058511     -0.326553     0.943366  
  -0.525731  -8.802399  -0.019533     -0.327051     0.944805  
  0.525731  -8.802399  0.019533     -0.327051     0.944805  
  1.577193  -8.802399  0.058511     -0.326553     0.943366  
  2.628656  -8.802399  0.097223     -0.325563     0.940509  
  3.680118  -8.802399  0.135499     -0.324096     0.936270  
  4.731580  -8.802399  0.173177     -0.322171     0.930707  
  5.783042  -8.802399  0.210111     -0.319811     0.923891  
  6.834504  -8.802399  0.246167     -0.317047     0.915906  
  7.885967  -8.802399  0.281229     -0.313911     0.906846  
  8.937429  -8.802399  0.315201     -0.310438     0.896815  
  9.988891  -8.802399  0.348002     -0.306666     0.885918  
  11.040353  -8.802399  0.379575     -0.302632     0.874264  
  12.091816  -8.802399  0.409874     -0.298373     0.861961  
  13.143278  -8.802399  0.438876     -0.293927     0.849114  
  14.194740  -8.802399  0.466568     -0.289327     0.835826  
  15.246202  -8.802399  0.492953     -0.284607     0.822190  
  16.297664  -8.802399  0.518045     -0.279797     0.808296  
  -15.771933  -7.891806  -0.509657     -0.255017     0.821715  
  -14.720471  -7.891806  -0.483848     -0.259396     0.835826  
  -13.669009  -7.891806  -0.456712     -0.263683     0.849638  
  -12.617547  -7.891806  -0.428239     -0.267848     0.863058  
  -11.566084  -7.891806  -0.398431     -0.271859     0.875982  
  -10.514622  -7.891806  -0.367305     -0.275683     0.888305  
  -9.463160  -7.891806  -0.334895     -0.279286     0.899914  
  -8.411698  -7.891806  -0.301251     -0.282632     0.910696  
  -7.360236  -7.891806  -0.266444     -0.285687     0.920538  
  -6.308773  -7.891806  -0.230562     -0.288416     0.929332  
  -5.257311  -7.891806  -0.193715     -0.290787     0.936973  
  -4.205849  -7.891806  -0.156029     -0.292771     0.943366  
  -3.154387  -7.891806  -0.117650     -0.294343     0.948431  
  -2.102924  -7.891806  -0.078737     -0.295481     0.952098  
  -1.051462  -7.891806  -0.039460     -0.296171     0.954320  
  0.000000  -7.891806  0.000000     -0.296401     0.955063  
  1.051462  -7.891806  0.039460     -0.296171     0.954320  
  2.102924  -7.891806  0.078737     -0.295481     0.952098  
  3.154387  -7.891806  0.117650     -0.294343     0.948431  
  4.205849  -7.891806  0.156029     -0.292771     0.943366  
  5.257311  -7.891806  0.193715     -0.290787     0.936973  
  6.308773  -7.891806  0.230562     -0.288416     0.929332  
  7.360236  -7.891806  0.266444     -0.285687     0.920538  
  8.411698  -7.891806  0.301251     -0.282632     0.910696  
  9.463160  -7.891806  0.334895     -0.279286     0.899914  
  10.514622  -7.891806  0.367305     -0.275683     0.888305  
  11.566084  -7.891806  0.398431     -0.271859     0.875982  
  12.617547  -7.891806  0.428239     -0.267848     0.863058  
  13.669009  -7.891806  0.456712     -0.263683     0.849638  
  14.720471  -7.891806  0.483848     -0.259396     0.835826  
  15.771933  -7.891806  0.509657     -0.255017     0.821715  
  -15.246202  -6.981213  -0.500531     -0.229192     0.834829  
  -14.194740  -6.981213  -0.473986     -0.233114     0.849114  
  -13.143278  -6.981213  -0.446083     -0.236942     0.863058  
  -12.091816  -6.981213  -0.416815     -0.240648     0.876558  
  -11.040353  -6.981213  -0.386192     -0.244203     0.889506  
  -9.988891  -6.981213  -0.354237     -0.247575     0.901789  
  -8.937429  -6.981213  -0.320991     -0.250733     0.913290  
  -7.885967  -6.981213  -0.286515     -0.253643     0.923891  
  -6.834504  -6.981213  -0.250889     -0.256275     0.933476  
  -5.783042  -6.981213  -0.214214     -0.258597     0.941934  
  -4.731580  -6.981213  -0.176611     -0.260581     0.949161  
  -3.680118  -6.981213  -0.138218     -0.262201     0.955063  
  -2.628656  -6.981213  -0.099193     -0.263437     0.959563  
  -1.577193  -6.981213  -0.059704     -0.264270     0.962599  
  -0.525731  -6.981213  -0.019933     -0.264690     0.964128  
  0.525731  -6.981213  0.019933     -0.264690     0.964128  
  1.577193  -6.981213  0.059704     -0.264270     0.962599  
  2.628656  -6.981213  0.099193     -0.263437     0.959563  
  3.680118  -6.981213  0.138218     -0.262201     0.955063  
  4.731580  -6.981213  0.176611     -0.260581     0.949161  
  5.783042  -6.981213  0.214214     -0.258597     0.941934  
  6.834504  -6.981213  0.250889     -0.256275     0.933476  
  7.885967  -6.981213  0.286515     -0.253643     0.923891  
  8.937429  -6.981213  0.320991     -0.250733     0.913290  
  9.988891  -6.981213  0.354237     -0.247575     0.901789  
  11.040353  -6.981213  0.386192     -0.244203     0.889506  
  12.091816  -6.981213  0.416815     -0.240648     0.876558  
  13.143278  -6.981213  0.446083     -0.236942     0.863058  
  14.194740  -6.981213  0.473986     -0.233114     0.849114  
  15.246202  -6.981213  0.500531     -0.229192     0.834829  
  -14.720471  -6.070620  -0.490634     -0.202334     0.847549  
  -13.669009  -6.070620  -0.463336     -0.205775     0.861961  
  -12.617547  -6.070620  -0.434652     -0.209122     0.875982  
  -11.566084  -6.070620  -0.404582     -0.212351     0.889506  
  -10.514622  -6.070620  -0.373140     -0.215433     0.902416  
  -9.463160  -6.070620  -0.340359     -0.218340     0.914595  
  -8.411698  -6.070620  -0.306287     -0.221044     0.925920  
  -7.360236  -6.070620  -0.270997     -0.223515     0.936270  
  -6.308773  -6.070620  -0.234580     -0.225724     0.945527  
  -5.257311  -6.070620  -0.197148     -0.227646     0.953577  
  -4.205849  -6.070620  -0.158833     -0.229256     0.960320  
  -3.154387  -6.070620  -0.119788     -0.230532     0.965664  
  -2.102924  -6.070620  -0.080179     -0.231456     0.969536  
  -1.051462  -6.070620  -0.040186     -0.232016     0.971881  
  0.000000  -6.070620  0.000000     -0.232204     0.972667  
  1.051462  -6.070620  0.040186     -0.232016     0.971881  
  2.102924  -6.070620  0.080179     -0.231456     0.969536  
  3.154387  -6.070620  0.119788     -0.230532     0.965664  
  4.205849  -6.070620  0.158833     -0.229256     0.960320  
  5.257311  -6.070620  0.197148     -0.227646     0.953577  
  6.308773  -6.070620  0.234580     -0.225724     0.945527  
  7.360236  -6.070620  0.270997     -0.223515     0.936270  
  8.411698  -6.070620  0.306287     -0.221044     0.925920  
  9.463160  -6.070620  0.340359     -0.218340     0.914595  
  10.514622  -6.070620  0.373140     -0.215433     0.902416  
  11.566084  -6.070620  0.404582     -0.212351     0.889506  
  12.617547  -6.070620  0.434652     -0.209122     0.875982  
  13.669009  -6.070620  0.463336     -0.205775     0.861961  
  14.720471  -6.070620  0.490634     -0.202334     0.847549  
  -14.194740  -5.160027  -0.479939     -0.174466     0.859779  
  -13.143278  -5.160027  -0.451874     -0.177405     0.874264  
  -12.091816  -5.160027  -0.422401     -0.180254     0.888305  
  -11.040353  -5.160027  -0.391525     -0.182990     0.901789  
  -9.988891  -5.160027  -0.359267     -0.185589     0.914595  
  -8.937429  -5.160027  -0.325669     -0.188025     0.926599  
  -7.885967  -5.160027  -0.290790     -0.190273     0.937677  
  -6.834504  -5.160027  -0.254713     -0.192307     0.947702  
  -5.783042  -5.160027  -0.217540     -0.194104     0.956556  
  -4.731580  -5.160027  -0.179396     -0.195640     0.964128  
  -3.680118  -5.160027  -0.140426     -0.196896     0.970316  
  -2.628656  -5.160027  -0.100792     -0.197854     0.975036  
  -1.577193  -5.160027  -0.060673     -0.198500     0.978221  
  -0.525731  -5.160027  -0.020257     -0.198826     0.979825  
  0.525731  -5.160027  0.020257     -0.198826     0.979825  
  1.577193  -5.160027  0.060673     -0.198500     0.978221  
  2.628656  -5.160027  0.100792     -0.197854     0.975036  
  3.680118  -5.160027  0.140426     -0.196896     0.970316  
  4.731580  -5.160027  0.179396     -0.195640     0.964128  
  5.783042  -5.160027  0.217540     -0.194104     0.956556  
  6.834504  -5.160027  0.254713     -0.192307     0.947702  
  7.885967  -5.160027  0.290790     -0.190273     0.937677  
  8.937429  -5.160027  0.325669     -0.188025     0.926599  
  9.988891  -5.160027  0.359267     -0.185589     0.914595  
  11.040353  -5.160027  0.391525     -0.182990     0.901789  
